Arabic,English
وصف,a description
الورقة,The paper
تريدها,You want it
ويمكنك,And you can
الأخرين,others
المنافسة,competition
تستمتع,Enjoy
قتلهم,Kill them
يومياً,daily
اربعة,four
اختار,to choose
صادقة,Honest
الآباء,parents
النوافذ,windows
ديانا,Diana
ميا,Mia
نتصل,We call
أصبحنا,We became
لهُ,for him
بحياة,life
شركاء,partners
أحمد,Ahmed
نقص,loss
اس,S
تسرق,steal
البرد,cold
كاثي,Cathy
زميل,peer
ممرضة,nurse
المجرم,criminal
عجب,wonder
التعليم,education
اللجنة,Committee
ليلا,Layla
الشريرة,The evil one
ستأخذ,You will take
فون,Phone
النفق,tunnel
عميلة,Agent
لنقم,Let's
علاقات,Relationships
لقول,To say
مسبقا,pre-
رواية,a novel
الحسابات,the accounts
بأشياء,With things
أعطيتني,You gave me
اشكرك,I thank you
ثانياً,secondly
القاعة,The hall
مسرحية,a play
أقلق,worry
بداخلي,Inside me
مي,Mi
رجُل,man
أدريان,Adrian
العشرين,Twenty
ستبدأ,It will begin
الدرس,Lesson
أخبريه,Tell him
تخمين,guess
وظيفتك,Your job
الإسعاف,ambulance
إهانة,insult
بري,Bree
أشعة,rays
الأعضاء,Members
تام,complete
جسر,bridge
العلماء,Scientists
رائحته,Its scent
والدى,my father
الخطاب,speech
الانتقال,Transition
مـع,With
الاحتفاظ,Keeping
كبرت,I grew up
نظري,theoretical
سارا,Sarah
اخري,Other
تمثل,Represents
العصر,The era
أنـت,You
حجز,reservation
فيغاس,Vegas
ويندي,Wendy
جديده,New
جولز,Jules
التقنية,Technology
تبيع,Sell
الغربية,Western
الكأس,The Cup
خبز,bread
مصادفة,coincidence
الأهم,Most important
لطف,kindness
افتحي,Open
لأنّني,Because I
سيرينا,Serena
جنسي,sexual
سابقة,precedent
الطرف,The party
نتحدّث,We talk
أحتفظ,keep
الغباء,stupidity
يضرب,He hits
يزداد,It increases
بداخلك,Inside you
يفقد,loses
حيا,Haya
أعدكِ,I promise you
سيجارة,cigarette
ثلاثون,thirty
قلتَ,I said
توقيت,timing
زواجنا,Our marriage
أيه,any
داخلية,Interior
البار,bar
غريبا,strange
سـ,S
الإمساك,Constipation
بحذر,cautiously
مفيدة,Useful
المصنع,factory
وجدناه,We found it
جدياً,seriously
انتهي,I finish
ترجع,Return
يقم,He stands
أتمنّى,I hope
الأيمن,Right
احيانا,sometimes
يستطيعوا,They can
أحس,feel
الدخان,smoke
حولنا,About us
حمداً,Praise be to God
وعشرون,Twenty
المحمول,Mobile
قصد,Intended
مخطط,a plan
مخلوق,creature
الكاهن,priest
المهنية,Professional
باستمرار,constantly
طعم,taste
أحببته,I loved him
عامة,General
قصدت,I meant
بيض,egg
نأتي,We come
خذني,Take me
أسرعي,Hurry up
إيان,Ian
ظƒظ,ظƒظ
كُنّا,We were
ف,F
يخطط,Plans
ياصاح,Hey friend
سيف,sword
ملائم,suitable
العمال,workers
قالَ,He said
المثالية,Ideal
إنتبه,I notice
وانه,And he
يرجى,Please
رقص,dance
التدخل,Intervention
الفدرالي,federal
جنازة,funeral
تحصلي,Get it
مخزن,store
اقترب,Approach
الموسيقية,Music
سنموت,We will die
يحبني,He loves me
بالبرد,cold
غيبز,Gibbs
بحيرة,lake
الأيدي,hands
ساخنة,Hot
القوم,The people
سألتني,She asked me
بأنكم,that you
قررنا,We decided
المشاركة,Participation
فأن,So
نيد,Ned
تجدي,Find
سلة,basket
جعلها,Make it
مخطئاً,wrong
أجده,I find it
حرة,Free
الساحر,The magician
لـن,No
يثق,trust
الدولارات,Dollars
الصعود,Ascent
اتجاه,direction
البرية,wilderness
غرب,west
صالة,Hall
براندون,Brandon
بروكلين,Brooklyn
العد,Count
السكان,Population
فستان,dress
جوناثان,Jonathan
اعدك,I promise you
.من,.from
حالها,Her condition
أمكِ,Your mother
فربما,Perhaps
حاد,sharp
الذرة,maize
راج,Raj
طھظ,Tahz
عثر,Found
ضربات,Strikes
أتي,came
كارلا,Carla
الإهتمام,interest
الصحة,health
الاستخبارات,Intelligence
مشاعرك,Your feelings
الأثناء,Meanwhile
سأترك,I will leave
لثلاثة,For three
الفطائر,pancakes
كافٍ,enough
ذوي,Those
إياك,Beware
أره,Show him
محزن,sad
دقيق,precise
باهر,Baher
كُنتُ,I was
جناح,wing
عرفته,I knew him
بشري,human
تنظري,Look
المعرض,Exhibition
بوارو,Poirot
لص,thief
شبه,semi
سيبدأ,It will begin
نسيان,amnesia
الخيارات,Options
النووية,nuclear
تفكير,thinking
تفكري,Think
ومتى,And when
بولي,Poly
مغفل,dupe
أرادوا,They wanted
تارا,Tara
التمثيل,representation
للروعة,For the wonderful
سأصبح,I will become
القط,cat
أريدكم,I want you
كيث,Keith
جونغ,Jung
قطة,cat
لأنى,Because
القطة,The cat
جلست,I sat
بحال,In case
حوالى,about
القمة,Summit
فورد,Ford
فأنتِ,So you
فو,Fo
أسمك,your name
أمنية,Security
يساعدك,Helps you
بطولة,championship
نام,Nam
فور,For
تفضلوا,Please come in
السجناء,prisoners
منطقياً,Logically
أينَ,where
حقيقةً,fact
سبتمبر,September
دافع,motive
ضدي,Against me
حراس,guards
يقدر,It is estimated
تشعري,You feel
تعتني,Take care
عيناك,Your eyes
الزر,button
العلامة,The sign
سيجعل,will make
المعدات,Equipment
أتتذكر,Do you remember?
أزمة,crisis
بيّ,with me
اقتل,kill
المخزن,The warehouse
قدمك,Your foot
ممتعا,Enjoyable
إلغاء,cancellation
القبعة,The hat
ثلاثه,three
نظن,We think
بقعة,spot
بجنون,insanely
احدا,One of them
تدين,condemn
إقامة,stay
الزبائن,customers
السحرية,Magical
السم,poison
احترس,beware
أحلام,dreams
جانبا,aside
بينيت,Bennett
قراري,My decision
مضطرة,Forced
تتعلق,It relates
ربع,a fourth
بعملية,In operation
جيدين,Good
البرج,The tower
صحة,health
الاعتراف,Confession
الذهبية,Golden
لترى,To see
حفظ,save
طرح,Presentation
موتى,dead
لدية,He has
يتحول,It transforms
ابنته,His daughter
شقيق,brother
جرس,bell
غيره,jealousy
سهلا,Easy
شيك,check
لإطلاق,To launch
المدرسه,the school
بالراحة,Comfort
بنهاية,At the end
القتلة,The killers
الانضمام,Join
امم,Umm
عقب,Following
الآلاف,Thousands
اسابيع,weeks
نموذج,model
أعلمُ,Know
يقتلني,It kills me
بغرابة,oddly
هال,Hal
ج,C
أسطورة,legend
رالف,Ralph
لايزال,still
الأخت,sister
كروز,Cruise
الأتصال,Contact
ينفع,It's useful
دوايت,Dwight
لغرفة,room
خسر,Lost
صغيري,My little one
تبتعد,Move away
نريده,We want it
رجلك,Your leg
مجنوناً,crazy
فريقي,My team
بعناية,carefully
الأوّل,the first
بمقابلتك,By meeting you
أيمكنكِ,Can you
يَذْهبُ,He goes
اتركني,Leave me alone
تجيب,Answer
الفهم,Understanding
سيئه,bad
تحدثي,Speak
مزيفة,fake
عصا,a stick
ياصديقي,My friend
ارغب,I want
لازالت,Still
فتيان,boys
عالمي,worldwide
بالمر,Palmer
تقرر,It was decided
يفلح,He succeeds
خائفا,scared
العروس,The bride
بالـ,By
والدتها,Her mother
الإحترام,Respect
مصاصي,vampires
للتأكد,To make sure
أمريكية,American
الأثنين,Monday
ولدينا,And we have
الأسباب,Reasons
نتناول,We discuss
هائل,enormous
الأسماك,fish
أحدًا,One
رجعت,I returned
بالمدرسة,At school
المملكة,Kingdom
بارعة,Brilliant
بشعور,With feeling
مركبة,vehicle
لايجب,It is not necessary
لأفعل,To do
شجاع,brave
الميدان,The field
تعتقدون,Do you think
اهدئي,Calm down
ليف,fiber
الفلم,The film
سياسة,policy
تتحول,It transforms
تصدقني,Do you believe me?
التجارب,Experiments
مسح,to survey
مفاجئة,Surprise
فهناك,There
مقاومة,resistance
فك,Unlock
غيبوبة,coma
المجانين,The madmen
متحمسة,Excited
اجلب,Bring
الصدمة,The shock
السلالم,Stairs
سراحه,His release
العطلة,holiday
دمرت,Destroyed
خطورة,gravity
نقدم,We offer
أمتلك,I own
نايت,Knight
حقل,field
تطير,fly
بالبيت,At home
جريج,Greg
مرضى,patients
قوياً,strong
الساحة,The square
اريده,I want it
للحفاظ,To preserve
وشم,tattoo
الخلايا,cells
ربطة,A tie
مسؤولية,responsible
الهبوط,Landing
لتغيير,To change
رسمية,Official
أستيقظ,I wake up
فكرتك,Your idea
وستكون,And it will be
خلفنا,Behind us
.حسناً,.Good
امريكا,America
يَكُونُ,He is
آرون,Aaron
ترفض,Refuse
أزرق,blue
الروك,Rock
الرعب,horror
أمكنك,You could
كلاوس,Klaus
امس,yesterday
التحية,Greetings
ضيق,narrow
تماسك,coherence
متورط,involved
بدل,instead
بإطلاق,Launching
اعيش,I live
التجارة,commerce
مالأمر,What's wrong?
الحفرة,The pit
خوف,fear
أيدي,hands
الميناء,port
يخبرنا,He tells us
ملازم,lieutenant
لَهُ,for him
التوتر,tension
كندا,Canada
الغابات,forests
يؤمن,Believes
تَستطيعُ,You can
إبق,fugitive
أغرب,strangest
الوكالة,Agency
هَل,Do
للوراء,backwards
الهوية,Identity
دايفيد,David
حساسية,sensitive
أتعني,Do you mean
مونرو,Monroe
ذاكرة,memory
مايو,May
نستطع,We can
هيون,Hyun
قصارى,The shortest
جانيت,Janet
نعيد,We return
قلم,pen
خيارات,Options
يبيع,He sells
ظريف,Funny
دولة,nation
ليديا,Lydia
تفعلى,Do it
الأشعة,X-rays
وبدون,And without
الرهائن,hostages
أسباب,Reasons
كلتا,both
ينتمي,belongs
فن,art
صلب,solid
عداد,counter
المخيم,camp
يساعدنا,It helps us
تخفي,hide
ينتظرون,They are waiting
لينكولن,Lincoln
ميراندا,Miranda
تصميم,design
وارد,Ward
لنفعلها,Let's do it
العار,Shame
يتواجد,There is
الحوض,Basin
الوزير,Minister
احذر,Beware
إعداد,numbers
راسل,Russell
بامكانك,You can
رومان,Roman
الاحمق,idiot
تريني,Show me
التلاعب,manipulation
المحك,The test
تكتشف,Discover
قصتك,Your story
تعرفت,I knew
مؤتمر,conference
إنتظروا,Wait
ينفذ,Implement
أحدٍ,One
نيابة,Prosecution
مراراً,repeatedly
بديل,substitute
وقام,And he did
الساقطة,The fallen one
شعوري,My feeling
بحثاً,Search
فرصتنا,Our opportunity
أهدأ,calm
اياه,Him
لقضاء,To spend
نفهم,We understand
مصلحة,an interest
لِماذا,Why?
الأستاذ,Professor
المعيشة,Living
حكيم,wise
يدفعون,They pay
ت,T
سأجلب,I will bring
أبكي,I cry
يريدني,He wants me
أمرًا,an order
الخطوط,lines
الحادية,Eleventh
تنزف,Bleeding
السجائر,Cigarettes
كشخص,As a person
الملعون,The cursed
طالبة,student
مصر,Egypt
باك,Back
رأيكم,Your opinion
سأدخل,I will enter
سبباً,Reason
كريستينا,Christina
النزيف,bleeding
متأخراً,Late
يومان,Two days
ساكون,I will be
الرجوع,Return
للتعامل,To deal
كُنا,We were
بيرت,Bert
إنّنا,We
عقوبة,penalty
التكنولوجيا,Technology
تقولينه,You say it
غياب,absence
بالظبط,Exactly
الخيال,Fantasy
بصحة,Health
يحلو,It is nice
أعتبر,consider
القرارات,Decisions
آوه,Oh
جوردان,Jordan
مطار,airport
السيّدة,Mrs
أحداث,events
ضعها,Put it
افعلي,Do it
جهة,Entity
أتوا,They came
لَكنَّه,But he
حمقى,Fools
لائحة,List
تأتين,You come
رأيتي,I saw
شريحة,slice
أخطط,I plan
مريع,terrible
بالقوة,by force
تهمة,charge
الأجرة,Fare
بريطانيا,Britain
ألي,to
سول,Seoul
مواقع,Sites
ناري,fiery
فيكي,Vicky
تمازحني,Are you joking with me?
وعدتني,You promised me
سامحني,Pardon me
وتقول,She says
ساندي,Sandy
ق,Q
النفسية,Psychology
كليا,entirely
القانونية,Legal
الصينية,Chinese
لبعضنا,For some of us
الحلقات,Episodes
مؤقت,temporary
كنتى,You were
أكترث,I care
يبكي,He cries
حلّ,solution
الأراضي,Lands
شعرها,Her hair
الإحساس,The feeling
نمر,tiger
تخبرنى,Tell me
السيده,Mrs
